bioguide_id,full_name,communication_count,attack_personal,outcome_bipartisanship,attack_personal_pct,outcome_bipartisanship_pct,attack_personal_norm,outcome_bipartisanship_norm,attack_personal_pct_norm,outcome_bipartisanship_pct_norm
A000055,Robert Aderholt,71.0,1.0,2.0,1.4084507042253522,2.8169014084507045,29.88410532808442,16.216277000614294,27.97028171146477,16.25779333497599
A000148,Jake Auchincloss,473.0,26.0,57.0,5.496828752642706,12.050739957716702,65.42497248548318,95.94135316094659,67.31738399466539,89.17251390666763
A000369,Mark Amodei,111.0,1.0,14.0,0.9009009009009009,12.612612612612612,29.88410532808442,34.82407507109054,23.826529814654396,91.47845155921013
A000370,Alma Adams,38.0,1.0,1.0,2.631578947368421,2.631578947368421,29.88410532808442,15.027941766894298,39.171428094251326,15.18651972940912
A000371,Pete Aguilar,38.0,0.0,1.0,0.0,2.631578947368421,28.613247652723473,15.027941766894298,17.376426176168696,15.18651972940912
A000372,Rick Allen,268.0,0.0,18.0,0.0,6.7164179104477615,28.613247652723473,42.40421558190651,17.376426176168696,48.144225544923586
A000375,Jodey Arrington,439.0,9.0,15.0,2.050113895216401,3.416856492027335,40.831611500213924,36.676009636889034,33.66262324968275,20.053887942562582
A000379,Mark Alford,392.0,4.0,26.0,1.0204081632653061,6.63265306122449,33.84160303869421,58.13932582946625,24.77095554826802,47.342223383973526
A000380,Gabe Amo,225.0,19.0,13.0,8.444444444444445,5.777777777777778,55.48575779151855,33.00763924499962,88.35734449392602,39.274611397413565
A000381,Yassamin Ansari,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
A000382,Angela Alsobrooks,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B000490,Sanford Bishop,74.0,0.0,5.0,0.0,6.756756756756757,28.613247652723473,20.137370370957736,17.376426176168696,48.530735934968384
B000668,Cliff Bentz,147.0,1.0,5.0,0.6802721088435374,3.4013605442176873,29.88410532808442,20.137370370957736,22.13600382271677,19.94959716139652
B000740,Stephanie Bice,273.0,1.0,21.0,0.3663003663003663,7.6923076923076925,29.88410532808442,48.29783509252229,19.852714622415572,57.458312740859604
B000825,Lauren Boebert,191.0,3.0,13.0,1.5706806282722512,6.806282722513089,32.499640115792296,33.00763924499962,29.364841789178552,49.00545863284246
B001230,Tammy Baldwin,499.0,28.0,47.0,5.61122244488978,9.418837675350701,68.11025127028834,89.39190293908455,68.35259230889135,72.67742535348741
B001236,John Boozman,299.0,1.0,55.0,0.33444816053511706,18.394648829431436,29.88410532808442,94.99805441004064,19.629292066648645,99.71164088631868
B001243,Marsha Blackburn,699.0,23.0,25.0,3.290414878397711,3.5765379113018603,61.25122191482267,56.191698732131215,45.68070394684059,21.14752327765207
B001257,Gus Bilirakis,346.0,2.0,15.0,0.5780346820809248,4.335260115606936,31.1800069324024,36.676009636889034,21.376495452181693,26.798194306624403
B001260,Vern Buchanan,180.0,1.0,26.0,0.5555555555555556,14.444444444444443,29.88410532808442,58.13932582946625,21.21155966355558,96.49423064950753
B001261,John Barrasso,1320.0,29.0,81.0,2.196969696969697,6.136363636363637,69.4191367185572,99.83321948752526,35.026555885639894,42.623403403956026
B001267,Michael Bennet,486.0,27.0,50.0,5.555555555555555,10.2880658436214,66.7783803779715,91.87219298524455,67.85056386342087,79.16142425227478
B001277,Richard Blumenthal,782.0,160.0,59.0,20.460358056265985,7.544757033248081,99.99999566121583,96.73483541342436,99.99881777051672,56.06375480673498
B001278,Suzanne Bonamici,186.0,7.0,7.0,3.763440860215054,3.763440860215054,37.98620191116468,23.041859944476556,50.437627481210434,22.47093766023291
B001281,Joyce Beatty,146.0,9.0,3.0,6.164383561643835,2.054794520547945,40.831611500213924,17.464170428385355,73.14712049666728,12.158162193445133
B001282,Andy Barr,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001285,Julia Brownley,67.0,6.0,6.0,8.955223880597014,8.955223880597014,36.586489164124316,21.561260880381887,90.69202920830236,68.85131953523427
B001287,Ami Bera,162.0,0.0,19.0,0.0,11.728395061728394,28.613247652723473,44.356548298261735,17.376426176168696,87.66226659607538
B001288,Cory Booker,288.0,16.0,39.0,5.555555555555555,13.541666666666666,51.076895311127515,80.2509858608777,67.85056386342087,94.45488506275885
B001291,Brian Babin,358.0,21.0,3.0,5.865921787709497,0.8379888268156425,58.39107061769976,17.464170428385355,70.60561091760705,7.2197535033466655
B001292,Donald Beyer,378.0,48.0,13.0,12.698412698412698,3.439153439153439,88.69428390662577,33.00763924499962,98.83133126651616,20.204523951780544
B001295,Mike Bost,247.0,0.0,5.0,0.0,2.0242914979757085,28.613247652723473,20.137370370957736,17.376426176168696,12.010758232228557
B001296,Brendan Boyle,177.0,18.0,6.0,10.16949152542373,3.389830508474576,54.0209504010364,21.561260880381887,94.83074370380766,19.87220999220296
B001298,Don Bacon,942.0,95.0,20.0,10.084925690021231,2.1231422505307855,99.8403888269463,46.32267884440836,94.60062025791257,12.493052173965152
B001299,Jim Banks,202.0,7.0,5.0,3.4653465346534658,2.4752475247524752,37.98620191116468,20.137370370957736,47.436311657134524,14.320136353824676
B001300,Nanette Barragán,182.0,16.0,6.0,8.791208791208792,3.296703296703297,51.076895311127515,21.561260880381887,89.98343549903689,19.25381921359638
B001301,Jack Bergman,431.0,7.0,56.0,1.6241299303944314,12.993039443155451,37.98620191116468,95.48951713455374,29.831250867167114,92.81662582848983
B001302,Andy Biggs,565.0,35.0,16.0,6.1946902654867255,2.831858407079646,76.72009091291778,38.55949306930117,73.39888029557936,16.346347626510337
B001303,Lisa Blunt Rochester,159.0,5.0,15.0,3.1446540880503147,9.433962264150944,35.204408592945136,36.676009636889034,44.22412029193417,72.79821900361036
B001305,Ted Budd,154.0,1.0,28.0,0.6493506493506493,18.181818181818183,29.88410532808442,61.970825084634875,21.904679336640736,99.66314926784688
B001306,Troy Balderson,86.0,0.0,5.0,0.0,5.813953488372093,28.613247652723473,20.137370370957736,17.376426176168696,39.60931239511371
B001307,James Baird,102.0,0.0,5.0,0.0,4.901960784313726,28.613247652723473,20.137370370957736,17.376426176168696,31.465376574135234
B001309,Tim Burchett,350.0,15.0,5.0,4.285714285714286,1.4285714285714286,49.601654490376006,20.137370370957736,55.67984968164682,9.381023575316133
B001313,Shontel Brown,275.0,23.0,20.0,8.363636363636363,7.2727272727272725,61.25122191482267,46.32267884440836,87.95289855415503,53.47413679836468
B001314,Aaron Bean,242.0,1.0,10.0,0.4132231404958678,4.132231404958678,29.88410532808442,27.806964536365253,20.184628131319073,25.215207316494272
B001315,Nikki Budzinski,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001316,Eric Burlison,408.0,18.0,3.0,4.411764705882353,0.7352941176470588,54.0209504010364,17.464170428385355,56.93376237117496,6.886410521628443
B001317,Josh Brecheen,208.0,3.0,1.0,1.4423076923076923,0.4807692307692308,32.499640115792296,15.027941766894298,28.25865334691706,6.111411461494367
B001318,Becca Balint,367.0,27.0,11.0,7.3569482288828345,2.997275204359673,66.7783803779715,29.495798096473848,82.08008203043559,17.346549025787024
B001319,Katie Britt,952.0,6.0,156.0,0.6302521008403361,16.386554621848738,36.586489164124316,99.99999999860331,21.76249968164513,98.86372455622478
B001321,Tom Barrett,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001322,Michael Baumgartner,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001323,Nicholas Begich,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001324,Wesley Bell,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001325,Sheri Biggs,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001326,Janelle Bynum,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
B001327,Robert Bresnahan,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C000059,Ken Calvert,100.0,2.0,15.0,2.0,15.0,31.1800069324024,36.676009636889034,33.20195337408756,97.40951469813263
C000127,Maria Cantwell,419.0,4.0,52.0,0.9546539379474941,12.410501193317423,33.84160303869421,93.264471603366,24.248863699692798,90.69551889309385
C000537,James Clyburn,156.0,4.0,5.0,2.564102564102564,3.205128205128205,33.84160303869421,20.137370370957736,38.51841062774331,18.657346092459935
C000880,Mike Crapo,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C001035,Susan Collins,24.0,0.0,4.0,0.0,16.666666666666664,28.613247652723473,18.771384182753586,17.376426176168696,99.04954524950085
C001039,Kat Cammack,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C001047,Shelley Capito,446.0,1.0,52.0,0.2242152466367713,11.659192825112108,29.88410532808442,93.264471603366,18.86792149934043,87.31966767376137
C001051,John Carter,49.0,0.0,2.0,0.0,4.081632653061225,28.613247652723473,16.216277000614294,17.376426176168696,24.828515827427456
C001053,Tom Cole,17.0,0.0,0.0,0.0,0.0,28.613247652723473,13.89910528004159,17.376426176168696,4.835093020139322
C001055,Ed Case,319.0,0.0,32.0,0.0,10.031347962382444,28.613247652723473,69.25972385186901,17.376426176168696,77.3470213152793
C001056,John Cornyn,1130.0,29.0,71.0,2.566371681415929,6.283185840707965,69.4191367185572,99.26300975808317,38.54031883359287,44.01154635748672
C001059,Jim Costa,221.0,3.0,24.0,1.3574660633484164,10.85972850678733,32.499640115792296,54.228954263620565,27.538740960232367,82.88051133315325
C001061,Emanuel Cleaver,302.0,15.0,37.0,4.966887417218543,12.251655629139073,49.601654490376006,77.37834188396742,62.35700323705778,90.04380902296147
C001063,Henry Cuellar,146.0,0.0,11.0,0.0,7.534246575342466,28.613247652723473,29.495798096473848,17.376426176168696,55.964107420765906
C001066,Kathy Castor,492.0,14.0,24.0,2.8455284552845526,4.878048780487805,48.12695827714766,54.228954263620565,41.26139016195752,31.261563311472962
C001067,Yvette Clarke,122.0,25.0,4.0,20.491803278688526,3.278688524590164,64.05155879944215,18.771384182753586,99.99885878571868,19.135568266935255
C001068,Steve Cohen,346.0,45.0,24.0,13.005780346820808,6.9364161849710975,86.4221113646245,54.228954263620565,99.0483755860691,50.25332841942257
C001069,Joe Courtney,340.0,5.0,37.0,1.4705882352941175,10.882352941176471,35.204408592945136,77.37834188396742,28.500618723332316,83.01839771187423
C001072,André Carson,232.0,9.0,19.0,3.8793103448275863,8.189655172413794,40.831611500213924,44.356548298261735,51.60450739604051,62.08102229269333
C001075,Bill Cassidy,505.0,6.0,52.0,1.188118811881188,10.297029702970297,36.586489164124316,93.264471603366,26.12931020446715,79.2231895359376
C001078,Gerald Connolly,343.0,50.0,21.0,14.577259475218659,6.122448979591836,90.04978453827317,48.29783509252229,99.69441925732713,42.492291136032826
C001080,Judy Chu,299.0,8.0,30.0,2.6755852842809364,10.033444816053512,39.401834534579116,65.68826921046826,39.59897155354696,77.36219362952764
C001087,Eric Crawford,16.0,0.0,2.0,0.0,12.5,28.613247652723473,16.216277000614294,17.376426176168696,91.04853785580684
C001088,Christopher Coons,354.0,25.0,32.0,7.062146892655368,9.03954802259887,64.05155879944215,69.25972385186901,80.0658727864059,69.5643204220804
C001091,Joaquin Castro,114.0,3.0,7.0,2.631578947368421,6.140350877192982,32.499640115792296,23.041859944476556,39.171428094251326,42.66098868634947
C001095,Tom Cotton,240.0,21.0,21.0,8.75,8.75,58.39107061769976,48.29783509252229,89.7993660883191,67.08667173479151
C001096,Kevin Cramer,231.0,0.0,15.0,0.0,6.493506493506493,28.613247652723473,36.676009636889034,17.376426176168696,46.0125071978415
C001098,Ted Cruz,404.0,11.0,39.0,2.722772277227723,9.653465346534654,43.72622037741582,80.2509858608777,40.05880958101516,74.52084100889705
C001101,Katherine Clark,270.0,18.0,9.0,6.666666666666667,3.3333333333333335,54.0209504010364,26.16673879380551,77.1594352673507,19.495636464464532
C001103,Earl Carter,699.0,2.0,34.0,0.28612303290414876,4.86409155937053,31.1800069324024,72.65731262359222,19.293247558062777,31.14286313084583
C001108,James Comer,154.0,13.0,6.0,8.441558441558442,3.896103896103896,46.65482104063198,21.561260880381887,88.34306790972717,23.438117622706795
C001110,J. Correa,224.0,0.0,19.0,0.0,8.482142857142858,28.613247652723473,44.356548298261735,17.376426176168696,64.72545999633137
C001112,Salud Carbajal,310.0,12.0,37.0,3.870967741935484,11.935483870967742,45.187246666463295,77.37834188396742,51.52052599922556,88.64857938863008
C001113,Catherine Cortez Masto,529.0,40.0,101.0,7.561436672967864,19.092627599243855,81.97915571639629,99.99570910351106,83.3991648819906,99.82970798527356
C001114,John Curtis,145.0,0.0,13.0,0.0,8.96551724137931,28.613247652723473,33.00763924499962,17.376426176168696,68.93874191877525
C001115,Michael Cloud,275.0,6.0,10.0,2.181818181818182,3.6363636363636362,36.586489164124316,27.806964536365253,34.88490151614745,21.566089011520432
C001116,Andrew Clyde,400.0,30.0,6.0,7.5,1.5,70.70367555769805,21.561260880381887,83.0096193857658,9.671812158372612
C001117,Sean Casten,390.0,33.0,23.0,8.461538461538462,5.897435897435897,74.39898923783343,52.25583969210729,88.44165151346115,40.38459003456133
C001118,Ben Cline,434.0,6.0,15.0,1.3824884792626728,3.4562211981566824,36.586489164124316,36.676009636889034,27.750124253945373,20.320288344806585
C001119,Angie Craig,264.0,1.0,59.0,0.3787878787878788,22.348484848484848,29.88410532808442,96.73483541342436,19.940723361646,99.9896849983586
C001120,Dan Crenshaw,241.0,2.0,9.0,0.8298755186721992,3.7344398340248963,31.1800069324024,26.16673879380551,23.274723115860574,22.262561346273134
C001121,Jason Crow,302.0,16.0,27.0,5.298013245033113,8.940397350993377,51.076895311127515,60.06719892411739,65.48648201419124,68.72520964069145
C001123,Gilbert Cisneros,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C001125,Troy Carter,272.0,9.0,11.0,3.308823529411765,4.044117647058823,40.831611500213924,29.495798096473848,45.86511602811021,24.543868581525064
C001126,Mike Carey,49.0,0.0,8.0,0.0,16.3265306122449,28.613247652723473,24.577639682883927,17.376426176168696,98.82003002381717
C001127,Sheila Cherfilus-McCormick,223.0,1.0,11.0,0.4484304932735426,4.932735426008969,29.88410532808442,29.495798096473848,20.43583931723448,31.728515987634953
C001129,Mike Collins,503.0,13.0,9.0,2.584493041749503,1.7892644135188867,46.65482104063198,26.16673879380551,38.71541027919248,10.917152057420415
C001130,Jasmine Crockett,397.0,60.0,8.0,15.113350125944585,2.0151133501259446,95.0958181063142,24.577639682883927,99.79933128784529,11.966652909423376
C001131,Greg Casar,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C001132,Elijah Crane,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C001133,Juan Ciscomani,459.0,0.0,38.0,0.0,8.278867102396514,28.613247652723473,78.84320222817588,17.376426176168696,62.89427874600144
C001136,Herbert Conaway,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
C001137,Jeff Crank,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
D000032,Byron Donalds,208.0,4.0,34.0,1.9230769230769231,16.346153846153847,33.84160303869421,72.65731262359222,32.49977456428489,98.8344725245639
D000096,Danny Davis,19.0,1.0,1.0,5.263157894736842,5.263157894736842,29.88410532808442,15.027941766894298,65.16157495700458,34.609843568620526
D000197,Diana DeGette,172.0,9.0,8.0,5.232558139534884,4.651162790697675,40.831611500213924,24.577639682883927,64.87541586301755,29.356844234498432
D000216,Rosa DeLauro,164.0,11.0,9.0,6.707317073170732,5.487804878048781,43.72622037741582,26.16673879380551,77.468735975973,36.62229234393575
D000230,Donald Davis,338.0,0.0,22.0,0.0,6.508875739644971,28.613247652723473,50.27717851067543,17.376426176168696,46.15918757189263
D000399,Lloyd Doggett,293.0,57.0,13.0,19.453924914675767,4.436860068259386,93.86172670457307,33.00763924499962,99.99645452612236,27.60872693209837
D000530,Christopher Deluzio,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
D000563,Richard Durbin,2378.0,220.0,163.0,9.251471825063078,6.854499579478554,99.99999999999815,99.99999999987604,91.87686011168901,49.46776905044449
D000594,Monica De La Cruz,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
D000600,Mario Diaz-Balart,227.0,6.0,16.0,2.643171806167401,7.048458149779736,36.586489164124316,38.55949306930117,39.28393397835453,51.32756282233245
D000616,Scott DesJarlais,28.0,0.0,0.0,0.0,0.0,28.613247652723473,13.89910528004159,17.376426176168696,4.835093020139322
D000617,Suzan DelBene,218.0,9.0,12.0,4.128440366972478,5.5045871559633035,40.831611500213924,31.23040338222601,54.1074668500966,36.77420232642794
D000618,Steve Daines,342.0,1.0,19.0,0.29239766081871343,5.555555555555555,29.88410532808442,44.356548298261735,19.33668066641295,37.236819500991885
D000622,Tammy Duckworth,357.0,102.0,31.0,28.57142857142857,8.683473389355742,99.93304608335158,67.49409087242452,99.99999998258706,66.50610971644976
D000623,Mark DeSaulnier,299.0,9.0,8.0,3.0100334448160537,2.6755852842809364,40.831611500213924,24.577639682883927,42.8857164863482,15.436555620029813
D000624,Debbie Dingell,470.0,7.0,46.0,1.4893617021276597,9.787234042553191,37.98620191116468,88.45443895309816,28.66178623582116,75.54191613570411
D000626,Warren Davidson,603.0,24.0,17.0,3.9800995024875623,2.8192371475953566,62.65974824425833,40.47035170337271,52.61843759172401,16.271601690832505
D000628,Neal Dunn,300.0,1.0,12.0,0.33333333333333337,4.0,29.88410532808442,31.23040338222601,19.621499987141668,24.21137995643993
D000629,Sharice Davids,230.0,0.0,40.0,0.0,17.391304347826086,28.613247652723473,81.60058933970689,17.376426176168696,99.41246575965107
D000631,Madeleine Dean,184.0,4.0,11.0,2.1739130434782608,5.978260869565218,33.84160303869421,29.495798096473848,34.811078288317745,41.13880853261368
D000634,Troy Downing,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
D000635,Maxine Dexter,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
E000071,Jake Ellzey,142.0,0.0,8.0,0.0,5.633802816901409,28.613247652723473,24.577639682883927,17.376426176168696,37.950611306984975
E000235,Mike Ezell,234.0,0.0,30.0,0.0,12.82051282051282,28.613247652723473,65.68826921046826,17.376426176168696,92.23120140964463
E000246,Chuck Edwards,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
E000294,Tom Emmer,282.0,11.0,6.0,3.900709219858156,2.127659574468085,43.72622037741582,21.561260880381887,51.81988724247528,12.515410990969706
E000295,Joni Ernst,668.0,14.0,15.0,2.095808383233533,2.245508982035928,48.12695827714766,36.676009636889034,34.08481789403378,13.108607580210125
E000296,Dwight Evans,218.0,8.0,20.0,3.669724770642202,9.174311926605505,39.401834534579116,46.32267884440836,49.49352586219792,70.68844551557973
E000297,Adriano Espaillat,919.0,8.0,33.0,0.8705114254624592,3.5908596300326447,39.401834534579116,70.98181682257824,23.589556506452148,21.24728855307533
E000298,Ron Estes,323.0,1.0,30.0,0.30959752321981426,9.287925696594428,29.88410532808442,65.68826921046826,19.456044047167715,71.62091787448001
E000299,Veronica Escobar,347.0,19.0,39.0,5.475504322766571,11.239193083573488,55.48575779151855,80.2509858608777,67.12289389091184,85.0985962751789
E000300,Gabe Evans,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
E000301,Sarah Elfreth,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000110,Cleo Fields,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000246,Pat Fallon,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000446,Randy Feenstra,833.0,2.0,37.0,0.24009603841536614,4.441776710684274,31.1800069324024,77.37834188396742,18.976472593119713,27.64825359975208
F000450,Virginia Foxx,188.0,2.0,7.0,1.0638297872340425,3.723404255319149,31.1800069324024,23.041859944476556,25.118988519907848,22.18355947780195
F000454,Bill Foster,137.0,12.0,7.0,8.75912408759124,5.109489051094891,45.187246666463295,23.041859944476556,89.84033178729601,33.25745396401847
F000459,Charles Fleischmann,116.0,0.0,12.0,0.0,10.344827586206897,28.613247652723473,31.23040338222601,17.376426176168696,79.55070969803681
F000462,Lois Frankel,167.0,0.0,5.0,0.0,2.9940119760479043,28.613247652723473,20.137370370957736,17.376426176168696,17.326448637916325
F000463,Deb Fischer,350.0,0.0,19.0,0.0,5.428571428571429,28.613247652723473,44.356548298261735,17.376426176168696,36.08781067779392
F000466,Brian Fitzpatrick,638.0,1.0,120.0,0.1567398119122257,18.808777429467085,29.88410532808442,99.99994433386009,18.410983988884745,99.78836846832212
F000468,Lizzie Fletcher,521.0,11.0,36.0,2.111324376199616,6.90978886756238,43.72622037741582,75.85783944645921,34.22863591064914,49.997975248651564
F000469,Russ Fulcher,170.0,1.0,11.0,0.5882352941176471,6.470588235294119,29.88410532808442,29.495798096473848,21.451585965848135,45.793882233267716
F000470,Michelle Fischbach,303.0,4.0,11.0,1.3201320132013201,3.6303630363036308,33.84160303869421,29.495798096473848,27.224832266612054,21.523890820181812
F000471,Scott Fitzgerald,50.0,0.0,2.0,0.0,4.0,28.613247652723473,16.216277000614294,17.376426176168696,24.21137995643993
F000472,Scott Franklin,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000474,Mike Flood,203.0,0.0,19.0,0.0,9.35960591133005,28.613247652723473,44.356548298261735,17.376426176168696,72.20182358455078
F000475,Brad Finstad,77.0,0.0,17.0,0.0,22.07792207792208,28.613247652723473,40.47035170337271,17.376426176168696,99.98668929807941
F000476,Maxwell Frost,163.0,7.0,5.0,4.294478527607362,3.067484662576687,37.98620191116468,20.137370370957736,55.767233023747906,17.78260648197334
F000477,Valerie Foushee,147.0,8.0,11.0,5.442176870748299,7.482993197278912,39.401834534579116,29.495798096473848,66.81800062335954,55.477655314507636
F000478,Russell Fry,231.0,7.0,8.0,3.0303030303030303,3.463203463203463,37.98620191116468,24.577639682883927,43.08675413229406,20.367760388654215
F000479,John Fetterman,49.0,0.0,7.0,0.0,14.285714285714285,28.613247652723473,23.041859944476556,17.376426176168696,96.18863294031352
F000480,Vince Fong,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000481,Shomari Figures,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000482,Julie Fedorchak,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
F000483,Laura Friedman,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
G000359,Lindsey Graham,168.0,2.0,11.0,1.1904761904761905,6.547619047619048,31.1800069324024,29.495798096473848,26.148672642312253,46.52917181020487
G000386,Chuck Grassley,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
G000546,Sam Graves,151.0,2.0,10.0,1.3245033112582782,6.622516556291391,31.1800069324024,27.806964536365253,27.261494508945468,47.245238495110655
G000551,Raúl Grijalva,116.0,3.0,2.0,2.586206896551724,1.7241379310344827,32.499640115792296,16.216277000614294,38.731981767356785,10.627183327073036
G000553,Al Green,582.0,18.0,12.0,3.0927835051546393,2.0618556701030926,54.0209504010364,31.23040338222601,43.70755330412438,12.192465232611422
G000555,Kirsten Gillibrand,297.0,1.0,51.0,0.33670033670033667,17.17171717171717,29.88410532808442,92.59329721527163,19.645039363306587,99.31828944208864
G000558,Brett Guthrie,208.0,1.0,9.0,0.4807692307692308,4.326923076923077,29.88410532808442,26.16673879380551,20.66821430402854,26.732219825903204
G000559,John Garamendi,346.0,25.0,9.0,7.225433526011561,2.601156069364162,64.05155879944215,26.16673879380551,81.19784411892462,15.015244383697524
G000565,Paul Gosar,567.0,39.0,17.0,6.878306878306878,2.9982363315696645,80.99165336940356,40.47035170337271,78.74348125785654,17.352472074183645
G000568,H. Griffith,581.0,0.0,35.0,0.0,6.024096385542169,28.613247652723473,74.28346291565632,17.376426176168696,41.56800173208284
